nta_code,nta_name,borough,noise_complaints,crime_count,park_count,total_acres,station_count,total_bikes,subway_stations,subway_lines,census_median_rent,median_income,total_population,median_age,college_rate,restaurant_count,cuisine_diversity,grade_a_count,osm_cafe,osm_culture,osm_entertainment,osm_fast_food,osm_fitness,osm_grocery,osm_library,osm_nightlife,osm_other,osm_amenity_count,redfin_median_rent,redfin_mean_rent,redfin_listing_count,redfin_median_sqft,redfin_median_bedrooms,noise_score,safety_score,parks_score,transit_score,restaurant_score,osm_score,vibrancy_score,composite_score,cluster,cluster_label,predicted_rent,rent_score,combined_transit,transit_plus_score,enhanced_composite,centroid_lat,centroid_lon
BX0301,Morrisania,Bronx,23,348,25,12.755,11.0,83.0,0.0,0.0,1237.0,34055.0,35453,34.1,0.1,29,16,14,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,2.0,,,,,,0.9026548672566372,0.689108910891089,0.49999999999999994,0.19642857142857142,0.02,0.004073319755600814,0.012036659877800407,0.5815035329386289,1,Quiet & Green,3528.651925801621,0.982895540623091,11.0,0.19642857142857142,0.5709341192977636,40.82729462006743,-73.90474179455428
BK0203,Fort Greene,Brooklyn,44,206,15,50.56400000000001,23.0,677.0,0.0,0.0,2562.5,121310.0,34036,35.2,0.3,102,30,49,19.0,6.0,10.0,42.0,5.0,35.0,1.0,14.0,1.0,133.0,5300.0,6281.0,17.0,520.0,1.0,0.8097345132743363,0.8297029702970297,0.2916666666666667,0.4107142857142857,0.093,0.27087576374745415,0.18193788187372706,0.6123564241695977,1,Quiet & Green,4661.013485958487,0.6283270791517584,23.0,0.4107142857142857,0.569003525438673,40.69116938910556,-73.97436137362689
SI0203,Todt Hill-Emerson Hill-Lighthouse Hill-Manor Heights,Staten Island,4,95,14,1930.6361357099997,0.0,0.0,0.0,0.0,1445.5,100942.0,31338,42.3,0.2,27,11,16,4.0,0.0,7.0,7.0,1.0,8.0,0.0,2.0,0.0,29.0,,,,,,0.9867256637168141,0.9396039603960396,0.2708333333333333,0.0,0.018,0.05906313645621181,0.038531568228105904,0.5827292707146821,0,Safe & Quiet & Car-Dependent,3151.460959463518,0.9647002356226547,0.0,0.0,0.5680900162556974,40.58965440261836,-74.1282657492004
QN0301,Jackson Heights,Queens,84,598,14,13.577,44.0,352.0,0.0,0.0,1792.5,74039.5,93394,42.0,0.2,259,38,93,13.0,0.0,2.0,26.0,2.0,52.0,0.0,9.0,0.0,104.0,3100.0,3339.0,5.0,1100.0,3.0,0.6327433628318584,0.44158415841584164,0.2708333333333333,0.7857142857142857,0.25,0.21181262729124234,0.23090631364562117,0.5412563263279552,1,Quiet & Green,2886.8018805418724,0.8203159088925736,44.0,0.7857142857142857,0.565245814050144,40.75551879261543,-73.886344795089
MN0603,Murray Hill-Kips Bay,Manhattan,32,313,11,11.339,23.0,332.0,0.0,0.0,3076.0,143183.0,55247,34.1,0.4,231,50,95,53.0,1.0,2.0,72.0,7.0,45.0,0.0,20.0,1.0,201.0,4780.0,5441.0,42.0,699.0,1.0,0.8628318584070797,0.7237623762376237,0.20833333333333331,0.4107142857142857,0.222,0.4093686354378818,0.3156843177189409,0.5771819155682951,1,Quiet & Green,5395.4525,0.6737062570904966,23.0,0.4107142857142857,0.5646023038114963,40.74424956164561,-73.97594775714717
BX0202,Longwood,Bronx,32,385,20,20.298,16.0,127.0,0.0,0.0,1201.0,36402.0,41452,34.0,0.1,54,16,17,0.0,0.0,1.0,4.0,1.0,2.0,0.0,0.0,0.0,8.0,,,,,,0.8628318584070797,0.6524752475247525,0.3958333333333333,0.2857142857142857,0.045,0.016293279022403257,0.030646639511201626,0.5620457769544338,1,Quiet & Green,3396.71526318938,0.9860371760188498,16.0,0.2857142857142857,0.5641400055131437,40.82096805520048,-73.89655962600538
QN1403,Breezy Point-Belle Harbor-Rockaway Park-Broad Channel,Queens,14,76,15,74.72699999999999,0.0,0.0,0.0,0.0,1708.5,110750.0,21470,45.6,0.2,30,12,22,6.0,1.0,0.0,7.0,3.0,8.0,0.0,6.0,0.0,31.0,,,,,,0.9424778761061947,0.9584158415841584,0.2916666666666667,0.0,0.020999999999999998,0.06313645621181262,0.04206822810590631,0.5814775548351295,0,Safe & Quiet & Car-Dependent,2936.3981655844163,0.9417488437036391,0.0,0.0,0.563883318880433,40.578181526239256,-73.86054055142482
BX0703,Norwood,Bronx,21,272,4,101.46600000000001,19.0,91.0,0.0,0.0,1540.0,45500.5,39659,35.3,0.1,54,19,28,1.0,0.0,0.0,2.0,0.0,2.0,0.0,0.0,0.0,5.0,,,,,,0.911504424778761,0.7643564356435644,0.0625,0.33928571428571425,0.045,0.010183299389002035,0.027591649694501015,0.5545044654591881,0,Safe & Quiet & Car-Dependent,3666.841764008006,0.9564534427087878,19.0,0.33928571428571425,0.5612242508203865,40.87714089407225,-73.87901910099414
MN0401,Chelsea-Hudson Yards,Manhattan,80,522,8,15.451,41.0,970.0,0.0,0.0,3093.0,109740.0,62046,36.7,0.4,422,50,210,77.0,120.0,13.0,73.0,15.0,40.0,0.0,50.0,0.0,388.0,5670.0,6052.0,34.0,586.0,1.0,0.6504424778761062,0.5168316831683168,0.14583333333333331,0.7321428571428571,0.413,0.7902240325865579,0.601612016293279,0.5298625053719026,1,Quiet & Green,5210.045,0.5960380486953487,41.0,0.7321428571428571,0.5603792871531209,40.74938310358531,-74.00114923657164
BX0402,Highbridge,Bronx,43,188,15,55.01800000000001,10.0,46.0,0.0,0.0,1225.0,38663.0,32025,34.1,0.1,18,8,6,0.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,3.0,,,,,,0.8141592920353983,0.8475247524752475,0.2916666666666667,0.17857142857142855,0.009000000000000001,0.006109979633401222,0.0075549898167006115,0.5607734392276142,0,Safe & Quiet & Car-Dependent,3386.507397243799,0.9839427524216773,10.0,0.17857142857142855,0.5585534109082286,40.836858087298026,-73.92776239886054
MN0102,Tribeca-Civic Center,Manhattan,13,288,9,15.385000000000002,24.0,625.0,0.0,0.0,3501.0,190769.0,23777,36.2,0.4,192,40,91,41.0,21.0,3.0,47.0,9.0,19.0,1.0,20.0,0.0,161.0,6254.0,6227.0,11.0,651.0,1.0,0.9469026548672567,0.7485148514851485,0.16666666666666666,0.42857142857142855,0.183,0.32790224032586557,0.2554511201629328,0.6017563096385492,1,Quiet & Green,5881.229,0.5450737411641504,24.0,0.42857142857142855,0.5583742993461357,40.71730633414629,-74.00723308720909
MN0803,Upper East Side-Yorkville,Manhattan,38,193,6,30.185000000000002,14.0,439.0,0.0,0.0,2496.0,136290.0,77645,41.3,0.3,176,34,82,39.0,0.0,1.0,22.0,10.0,40.0,0.0,21.0,0.0,133.0,,,,,,0.836283185840708,0.8425742574257425,0.10416666666666667,0.25,0.16699999999999998,0.27087576374745415,0.21893788187372706,0.545176407021233,0,Safe & Quiet & Car-Dependent,4751.5962637362645,0.8730255694214155,14.0,0.25,0.5572866003522425,40.77732362967935,-73.94868375812155
QN1103,Douglaston-Little Neck,Queens,5,59,13,158.19400000000002,0.0,0.0,0.0,0.0,2332.0,112195.5,25682,49.2,0.3,56,21,30,2.0,0.0,0.0,4.0,0.0,3.0,0.0,0.0,0.0,9.0,2595.0,2717.0,5.0,2100.0,1.0,0.9823008849557522,0.9752475247524752,0.24999999999999997,0.0,0.047,0.018329938900203666,0.03266496945010183,0.5881494786646806,0,Safe & Quiet & Car-Dependent,2966.337180555556,0.8643860720830787,0.0,0.0,0.5567930224950518,40.76368908696052,-73.73688787066149
SI0305,Tottenville-Charleston,Staten Island,7,73,7,434.408,0.0,0.0,0.0,0.0,1410.0,129904.0,15203,43.3,0.2,54,21,28,8.0,0.0,0.0,15.0,9.0,20.0,0.0,2.0,0.0,54.0,,,,,,0.9734513274336283,0.9613861386138614,0.12499999999999999,0.0,0.045,0.10997963340122198,0.07748981670061099,0.5567786734425655,0,Safe & Quiet & Car-Dependent,4054.7601197786134,0.9677982371934724,0.0,0.0,0.5558949066821846,40.52464910467712,-74.23548228200706
QN0303,North Corona,Queens,32,218,6,238.942,15.0,133.0,0.0,0.0,1867.0,75453.0,42364,32.5,0.1,90,20,34,2.0,0.0,0.0,21.0,2.0,15.0,0.0,3.0,0.0,43.0,,,,,,0.8628318584070797,0.8178217821782179,0.10416666666666667,0.26785714285714285,0.08099999999999999,0.0875763747454175,0.08428818737270874,0.5488521183028543,0,Safe & Quiet & Car-Dependent,3415.0616004737426,0.9279169211973122,15.0,0.26785714285714285,0.5553171216045881,40.75405265095446,-73.86285167575109
BK0204,Clinton Hill,Brooklyn,12,120,9,7.562999999999999,9.0,168.0,0.0,0.0,2528.0,123107.0,27123,33.6,0.4,69,30,34,20.0,0.0,0.0,30.0,7.0,30.0,0.0,20.0,0.0,107.0,3963.0,4178.0,13.0,484.0,0.0,0.9513274336283186,0.9148514851485149,0.16666666666666666,0.1607142857142857,0.060000000000000005,0.21792260692464357,0.1389613034623218,0.5857992087135389,0,Safe & Quiet & Car-Dependent,4753.809702380952,0.7450039270442447,9.0,0.1607142857142857,0.555176793712449,40.6889986379508,-73.96446222319265
BX0702,Bedford Park,Bronx,61,270,5,23.917,25.0,96.0,0.0,0.0,1587.0,42037.0,54787,35.5,0.1,46,14,17,1.0,0.0,0.0,0.0,1.0,3.0,0.0,0.0,0.0,5.0,,,,,,0.7345132743362832,0.7663366336633664,0.08333333333333333,0.4464285714285714,0.037,0.010183299389002035,0.02359164969450102,0.5418031182068902,1,Quiet & Green,2966.8110943582105,0.952351863164325,25.0,0.4464285714285714,0.5550660122781894,40.87356296045696,-73.89079069500542
BK1402,Flatbush (West)-Ditmas Park-Parkville,Brooklyn,25,122,3,1.655,9.0,193.0,0.0,0.0,1709.0,81071.0,41597,38.6,0.2,78,29,24,15.0,0.0,0.0,21.0,4.0,23.0,0.0,5.0,0.0,68.0,,,,,,0.8938053097345133,0.9128712871287129,0.04166666666666667,0.1607142857142857,0.069,0.13849287169042768,0.10374643584521384,0.545824618334147,0,Safe & Quiet & Car-Dependent,3232.3723139066815,0.941705209878698,9.0,0.1607142857142857,0.5541208735106649,40.636526757953966,-73.96618978185829
MN0201,SoHo-Little Italy-Hudson Square,Manhattan,33,335,10,2.5780000000000003,20.0,730.0,0.0,0.0,2788.5,145240.5,21940,38.7,0.5,348,46,151,77.0,29.0,4.0,35.0,10.0,40.0,1.0,27.0,2.0,225.0,4725.0,5099.0,4.0,,2.0,0.8584070796460177,0.7019801980198019,0.18749999999999997,0.3571428571428571,0.339,0.4582484725050916,0.39862423625254584,0.5519815436031593,1,Quiet & Green,6001.7815,0.678505977834017,20.0,0.3571428571428571,0.5535336667724253,40.72353576847582,-74.00171890878607
BX0801,Kingsbridge Heights-Van Cortlandt Village,Bronx,39,148,8,10.581,11.0,89.0,0.0,0.0,1459.0,55762.5,34127,36.5,0.2,23,7,7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,0.831858407079646,0.8871287128712871,0.14583333333333331,0.19642857142857142,0.013999999999999999,0.0,0.006999999999999999,0.5523770251551072,0,Safe & Quiet & Car-Dependent,3506.195537086778,0.9635221223492452,11.0,0.19642857142857142,0.5523037675060253,40.87768020020863,-73.89908200466478
BK0802,Crown Heights (North),Brooklyn,81,515,11,82.356,39.0,316.0,0.0,0.0,1640.5,65450.0,86360,34.0,0.2,129,27,51,24.0,2.0,0.0,47.0,7.0,53.0,0.0,19.0,0.0,152.0,3450.0,3842.0,13.0,1000.0,2.0,0.6460176991150443,0.5237623762376238,0.20833333333333331,0.6964285714285714,0.12,0.3095723014256619,0.21478615071283094,0.5344069471738577,1,Quiet & Green,2938.4658734357754,0.7897722314338075,39.0,0.6964285714285714,0.5517529774469585,40.673863852754785,-73.94189634817995
BK1203,Kensington,Brooklyn,19,99,1,0.538,13.0,196.0,0.0,0.0,1833.5,76695.0,38201,36.4,0.3,49,23,18,7.0,0.0,0.0,26.0,0.0,33.0,0.0,4.0,0.0,70.0,3500.0,3333.0,3.0,,2.0,0.9203539823008849,0.9356435643564356,0.0,0.23214285714285712,0.04,0.1425661914460285,0.09128309572301425,0.5688172791678662,0,Safe & Quiet & Car-Dependent,3339.1047591575098,0.785408848939698,13.0,0.23214285714285712,0.5495163664572598,40.64113578244935,-73.97605165802162
QN0102,Old Astoria-Hallets Point,Queens,17,70,5,11.31199754,11.0,156.0,0.0,0.0,2196.5,102239.5,12995,36.8,0.3,22,11,9,3.0,0.0,0.0,5.0,0.0,7.0,0.0,1.0,0.0,16.0,3826.0,3863.0,5.0,,1.0,0.9292035398230089,0.9643564356435643,0.08333333333333333,0.19642857142857142,0.012999999999999998,0.032586558044806514,0.022793279022403256,0.5873816251726311,0,Safe & Quiet & Car-Dependent,3658.425596662111,0.7569595950781045,11.0,0.19642857142857142,0.5492859392213008,40.77208817325818,-73.93141912300875
MN0302,Lower East Side,Manhattan,69,430,21,84.17399999999998,22.0,806.0,0.0,0.0,1166.5,65099.5,45800,42.6,0.3,248,45,91,46.0,30.0,8.0,51.0,9.0,47.0,1.0,65.0,1.0,258.0,4150.0,4150.0,1.0,665.0,1.0,0.6991150442477876,0.6079207920792079,0.4166666666666667,0.39285714285714285,0.239,0.525458248472505,0.3822291242362525,0.5387026177333283,1,Quiet & Green,3602.3975,0.7286848765162754,22.0,0.39285714285714285,0.5477041642183322,40.71695622042081,-73.9838372958163
SI0302,Great Kills-Eltingville,Staten Island,15,99,9,60.733,0.0,0.0,0.0,0.0,1745.0,126114.0,56351,41.8,0.2,75,21,32,10.0,1.0,1.0,23.0,5.0,23.0,0.0,5.0,0.0,68.0,,,,,,0.9380530973451328,0.9356435643564356,0.16666666666666666,0.0,0.066,0.13849287169042768,0.10224643584521384,0.5485396769765472,0,Safe & Quiet & Car-Dependent,4190.629184197745,0.9385635744829391,0.0,0.0,0.5473669881041686,40.55025395357899,-74.15497152906417
BX0303,Crotona Park East,Bronx,42,287,13,27.079,14.0,88.0,0.0,0.0,1329.0,39776.0,29474,34.6,0.1,17,12,9,0.0,0.0,0.0,5.0,0.0,3.0,0.0,1.0,0.0,9.0,,,,,,0.8185840707964602,0.7495049504950495,0.24999999999999997,0.25,0.008,0.018329938900203666,0.013164969450101833,0.5419975028476298,0,Safe & Quiet & Car-Dependent,3320.2123267309794,0.9748669168339297,14.0,0.25,0.5472827563223733,40.83213871686745,-73.88869728021236
BK0703,Sunset Park (Central),Brooklyn,64,181,3,24.96,16.0,167.0,0.0,0.0,1683.0,61643.0,45084,36.0,0.1,183,25,67,16.0,0.0,0.0,38.0,5.0,39.0,0.0,6.0,0.0,104.0,,,,,,0.7212389380530974,0.8544554455445544,0.04166666666666667,0.2857142857142857,0.174,0.21181262729124234,0.19290631364562116,0.5164082729385455,0,Safe & Quiet & Car-Dependent,3735.1500758881925,0.9439741687756349,16.0,0.2857142857142857,0.5469637730740763,40.64238979865066,-74.00787958170727
SI0303,Arden Heights-Rossville,Staten Island,6,57,5,322.05499999999995,0.0,0.0,0.0,0.0,1568.0,100487.0,31559,40.2,0.2,13,6,5,4.0,0.0,0.0,5.0,4.0,3.0,0.0,1.0,0.0,17.0,,,,,,0.9778761061946902,0.9772277227722772,0.08333333333333333,0.0,0.004,0.03462321792260692,0.01931160896130346,0.5543040100470225,0,Safe & Quiet & Car-Dependent,3208.8823469673616,0.9540099485120865,0.0,0.0,0.5468737846312219,40.552641565352076,-74.19690225854923
QN0103,Astoria (Central),Queens,72,183,2,1.215,19.0,155.0,0.0,0.0,2104.0,111923.0,46503,36.1,0.4,204,46,88,41.0,1.0,1.0,41.0,10.0,52.0,0.0,31.0,0.0,177.0,2550.0,2814.0,5.0,3660.0,1.0,0.6858407079646018,0.8524752475247525,0.020833333333333332,0.33928571428571425,0.195,0.36048879837067205,0.277744399185336,0.5161908464866715,0,Safe & Quiet & Car-Dependent,4716.110535714286,0.8683131163277773,19.0,0.33928571428571425,0.5463684797329644,40.764284106609225,-73.92305685616101
BK1701,East Flatbush-Erasmus,Brooklyn,31,264,2,0.72,16.0,250.0,0.0,0.0,1633.0,75370.0,45277,35.6,0.2,89,24,32,0.0,1.0,0.0,11.0,2.0,6.0,0.0,2.0,0.0,22.0,1175.0,1175.0,1.0,1100.0,4.0,0.8672566371681416,0.7722772277227723,0.020833333333333332,0.2857142857142857,0.07999999999999999,0.04480651731160896,0.06240325865580447,0.5240925657041051,0,Safe & Quiet & Car-Dependent,1947.4510595776771,0.9883061349157867,16.0,0.2857142857142857,0.5460589070826999,40.648551277380015,-73.95013838892888
MN0601,Stuyvesant Town-Peter Cooper Village,Manhattan,1,71,1,1.275,6.0,174.0,0.0,0.0,2722.0,172803.5,21575,40.1,0.4,9,7,4,3.0,0.0,0.0,4.0,2.0,4.0,0.0,0.0,0.0,13.0,,,,,,1.0,0.9633663366336633,0.0,0.10714285714285714,0.0,0.026476578411405292,0.013238289205702646,0.5657956152758133,0,Safe & Quiet & Car-Dependent,5805.85,0.8533030805480408,6.0,0.10714285714285714,0.5448313136336109,40.7318140851177,-73.97658199888879
SI0103,Rosebank-Shore Acres-Park Hill,Staten Island,11,109,9,37.93899999999999,0.0,0.0,0.0,0.0,1691.0,76557.0,23705,44.5,0.2,21,10,9,3.0,0.0,0.0,10.0,3.0,19.0,0.0,2.0,0.0,37.0,,,,,,0.9557522123893806,0.9257425742574258,0.16666666666666666,0.0,0.012,0.07535641547861506,0.04367820773930753,0.5499941587079062,0,Safe & Quiet & Car-Dependent,2993.2486615329126,0.9432760275765774,0.0,0.0,0.5432246561438062,40.61168565055444,-74.07276912356546
SI0204,New Springville-Willowbrook-Bulls Head-Travis,Staten Island,15,144,11,848.064,0.0,0.0,0.0,0.0,1758.0,100479.0,43014,41.2,0.2,87,25,37,10.0,0.0,0.0,31.0,8.0,14.0,0.0,1.0,0.0,64.0,,,,,,0.9380530973451328,0.8910891089108911,0.20833333333333331,0.0,0.07800000000000001,0.13034623217922606,0.10417311608961304,0.5435066736762172,0,Safe & Quiet & Car-Dependent,3071.4676121969505,0.9374290950344707,0.0,0.0,0.5430041706799852,40.60372456645142,-74.17545373411166
MN1101,East Harlem (South),Manhattan,25,455,21,12.206000000000001,16.0,256.0,0.0,0.0,1345.0,42261.0,58525,37.9,0.2,115,26,48,12.0,3.0,0.0,38.0,1.0,65.0,0.0,5.0,0.0,124.0,3441.0,3441.0,1.0,800.0,2.0,0.8938053097345133,0.5831683168316831,0.4166666666666667,0.2857142857142857,0.10600000000000001,0.25254582484725047,0.17927291242362525,0.553163727245038,1,Quiet & Green,3350.0992817627894,0.7905576402827472,16.0,0.2857142857142857,0.5427167322637668,40.79000988428943,-73.94575044826631
QN0703,Bay Terrace-Clearview,Queens,4,34,7,176.01000000000002,0.0,0.0,0.0,0.0,2433.0,112790.0,23518,48.3,0.2,25,16,16,2.0,0.0,1.0,5.0,1.0,8.0,0.0,0.0,0.0,17.0,2850.0,2825.0,7.0,2127.0,2.0,0.9867256637168141,1.0,0.12499999999999999,0.0,0.016,0.03462321792260692,0.02531160896130346,0.5716814159292035,0,Safe & Quiet & Car-Dependent,3009.3958677944865,0.8421328213631207,0.0,0.0,0.5427117035696251,40.78186101792749,-73.78757873957571
QN1104,Oakland Gardens-Hollis Hills,Queens,4,43,6,180.588,0.0,0.0,0.0,0.0,2179.0,105348.0,26895,42.8,0.3,38,20,19,6.0,0.0,0.0,14.0,4.0,8.0,0.0,1.0,0.0,33.0,2700.0,2700.0,2.0,775.0,2.0,0.9867256637168141,0.9910891089108911,0.10416666666666667,0.0,0.028999999999999998,0.06720977596741344,0.04810488798370672,0.5648414819358042,0,Safe & Quiet & Car-Dependent,2892.2602178928328,0.8552229688454489,0.0,0.0,0.5422858242212772,40.73930601204642,-73.75457787899656
MN0902,Manhattanville-West Harlem,Manhattan,53,180,5,29.601999999999997,12.0,99.0,1.0,1.0,1539.5,44033.5,23402,34.2,0.2,29,18,12,1.0,1.0,0.0,6.0,1.0,3.0,0.0,0.0,0.0,12.0,,,,,,0.7699115044247787,0.8554455445544554,0.08333333333333333,0.21428571428571427,0.02,0.024439918533604887,0.022219959266802446,0.5193496347106266,0,Safe & Quiet & Car-Dependent,3449.493702278716,0.956497076533729,15.0,0.26785714285714285,0.5422405527670847,40.81802267842085,-73.95382231887429
SI0202,New Dorp-Midland Beach,Staten Island,3,127,5,16.987,0.0,0.0,0.0,0.0,1662.5,90464.5,28551,40.8,0.2,69,22,22,12.0,0.0,1.0,29.0,7.0,32.0,0.0,1.0,0.0,82.0,,,,,,0.9911504424778761,0.907920792079208,0.08333333333333333,0.0,0.060000000000000005,0.1670061099796334,0.11350305498981669,0.5368305149098981,0,Safe & Quiet & Car-Dependent,3325.7064541589098,0.9457631555982198,0.0,0.0,0.5421977660754914,40.57431455797717,-74.10158639641928
BX0102,Melrose,Bronx,40,536,20,9.980999999999998,20.0,137.0,0.0,0.0,1178.0,32055.5,42760,30.2,0.1,73,20,32,0.0,1.0,0.0,4.0,1.0,5.0,0.0,0.0,0.0,11.0,,,,,,0.8274336283185841,0.502970297029703,0.3958333333333333,0.3571428571428571,0.064,0.02240325865580448,0.04320162932790224,0.5262018771409378,1,Quiet & Green,3387.104080240384,0.9880443319661402,20.0,0.3571428571428571,0.5421480930763529,40.81825954589293,-73.91285012508268
QN0803,Fresh Meadows-Utopia,Queens,13,65,7,58.163,0.0,0.0,0.0,0.0,2114.0,88801.5,17724,40.8,0.3,40,22,19,11.0,0.0,0.0,15.0,3.0,13.0,0.0,1.0,0.0,43.0,,,,,,0.9469026548672567,0.9693069306930693,0.12499999999999999,0.0,0.031,0.0875763747454175,0.05928818737270875,0.552517742924735,0,Safe & Quiet & Car-Dependent,2981.316638995507,0.9063618116764115,0.0,0.0,0.541823093117314,40.7349256748793,-73.78624448798526
SI0301,Oakwood-Richmondtown,Staten Island,4,56,4,342.34400000000005,0.0,0.0,0.0,0.0,1872.0,123679.0,20664,46.2,0.2,13,10,4,2.0,0.0,0.0,5.0,1.0,2.0,0.0,0.0,0.0,10.0,,,,,,0.9867256637168141,0.9782178217821782,0.0625,0.0,0.004,0.02036659877800407,0.012183299389002035,0.5526467624638569,0,Safe & Quiet & Car-Dependent,4114.1459444444445,0.9274805829479013,0.0,0.0,0.5412839576421912,40.56199832047086,-74.1225909011648
BK1703,East Flatbush-Rugby,Brooklyn,14,250,3,4.747,12.0,185.0,0.0,0.0,1601.0,73156.5,39525,42.2,0.2,60,10,20,0.0,0.0,0.0,6.0,0.0,1.0,0.0,1.0,0.0,8.0,,,,,,0.9424778761061947,0.7861386138613862,0.04166666666666667,0.21428571428571427,0.051,0.016293279022403257,0.03364663951120163,0.5333658150897265,0,Safe & Quiet & Car-Dependent,3439.5290245680953,0.9511301160659743,12.0,0.21428571428571427,0.5411902179191601,40.65154690942025,-73.92975282798547
QN0601,Rego Park,Queens,11,97,5,5.689,8.0,0.0,0.0,0.0,2002.0,88134.5,30635,43.2,0.3,53,24,30,5.0,0.0,0.0,20.0,3.0,14.0,0.0,1.0,1.0,44.0,3800.0,3800.0,1.0,900.0,3.0,0.9557522123893806,0.9376237623762376,0.08333333333333333,0.14285714285714285,0.044,0.08961303462321792,0.06680651731160896,0.5726061341911688,0,Safe & Quiet & Car-Dependent,3600.2647725706893,0.7592285539750414,8.0,0.14285714285714285,0.5411394655421827,40.72623647270695,-73.86341982229942
SI0106,Port Richmond,Staten Island,7,150,9,28.307,0.0,0.0,0.0,0.0,1709.5,72194.5,20202,34.8,0.2,41,16,14,4.0,1.0,1.0,20.0,3.0,33.0,0.0,1.0,1.0,64.0,,,,,,0.9734513274336283,0.8851485148514852,0.16666666666666666,0.0,0.032,0.13034623217922606,0.08117311608961303,0.542240719647186,0,Safe & Quiet & Car-Dependent,2992.1372988816747,0.9416615760537569,0.0,0.0,0.5409871268890714,40.63383344064441,-74.13317719572152
QN0504,Middle Village,Queens,8,78,6,56.134,0.0,0.0,0.0,0.0,1977.0,97750.0,35556,45.2,0.2,36,18,16,2.0,0.0,0.0,7.0,1.0,9.0,1.0,3.0,0.0,23.0,,,,,,0.9690265486725663,0.9564356435643564,0.10416666666666667,0.0,0.027000000000000003,0.04684317718940936,0.03692158859470468,0.5500206635707818,0,Safe & Quiet & Car-Dependent,3077.0812995773517,0.9183174797102714,0.0,0.0,0.5398220678278982,40.71922221483197,-73.87812707747038
BX0603,Belmont,Bronx,25,322,9,4.011,12.0,111.0,0.0,0.0,1345.0,31769.0,36322,27.8,0.1,93,24,42,4.0,0.0,0.0,6.0,0.0,10.0,0.0,1.0,0.0,21.0,,,,,,0.8938053097345133,0.7148514851485148,0.16666666666666666,0.21428571428571427,0.08399999999999999,0.04276985743380855,0.06338492871690427,0.5248115348829447,0,Safe & Quiet & Car-Dependent,3487.5765861769423,0.9734706344358146,12.0,0.21428571428571427,0.5393208943314721,40.85760708654211,-73.8870526458385
BX0502,Mount Hope,Bronx,57,415,20,9.099,17.0,92.0,0.0,0.0,1454.0,42422.0,48070,33.6,0.1,37,12,19,0.0,0.0,0.0,3.0,0.0,3.0,0.0,0.0,0.0,6.0,,,,,,0.752212389380531,0.6227722772277228,0.3958333333333333,0.30357142857142855,0.027999999999999997,0.012219959266802444,0.02010997963340122,0.5299443043229733,1,Quiet & Green,3408.4943246451026,0.9639584605986561,17.0,0.30357142857142855,0.5372569457507808,40.8498652287622,-73.90441684722194
SI0105,Westerleigh-Castleton Corners,Staten Island,25,116,9,210.50500000000005,0.0,0.0,0.0,0.0,1775.0,121953.0,32585,40.5,0.2,75,25,27,10.0,1.0,0.0,29.0,2.0,30.0,0.0,3.0,0.0,75.0,,,,,,0.8938053097345133,0.9188118811881189,0.16666666666666666,0.0,0.066,0.15274949083503053,0.10937474541751527,0.5324282251233974,0,Safe & Quiet & Car-Dependent,4209.205397512209,0.9359455449864735,0.0,0.0,0.5360195425699877,40.617000444081775,-74.12879650731615
MN0602,Gramercy,Manhattan,21,233,3,5.452,10.0,269.0,0.0,0.0,2953.5,159645.0,26083,33.2,0.4,168,40,60,31.0,0.0,7.0,69.0,7.0,27.0,1.0,30.0,1.0,173.0,,,,,,0.911504424778761,0.802970297029703,0.04166666666666667,0.17857142857142855,0.159,0.35234215885947046,0.2556710794297352,0.5217433857797916,0,Safe & Quiet & Car-Dependent,5834.439,0.8331006196003141,10.0,0.17857142857142855,0.5359588436421133,40.7368245738367,-73.98405359762388
BX1001,Westchester Square,Bronx,7,123,5,3.941,0.0,0.0,0.0,0.0,1474.0,53651.0,15793,38.9,0.1,44,17,17,0.0,0.0,0.0,4.0,1.0,0.0,2.0,0.0,0.0,7.0,,,,,,0.9734513274336283,0.9118811881188119,0.08333333333333333,0.0,0.034999999999999996,0.01425661914460285,0.024628309572301423,0.5335938549607174,0,Safe & Quiet & Car-Dependent,3075.8944087966124,0.9622131076010123,0.0,0.0,0.533463230754907,40.83768604581781,-73.84593962954594
QN1102,Bayside,Queens,15,112,11,404.16099999999994,0.0,0.0,0.0,0.0,2561.5,100151.0,33785,45.0,0.3,111,32,45,9.0,1.0,1.0,6.0,1.0,7.0,0.0,1.0,0.0,26.0,3038.0,3012.0,6.0,1332.0,2.0,0.9380530973451328,0.9227722772277228,0.20833333333333331,0.0,0.10200000000000001,0.052953156822810585,0.07747657841140529,0.5530116241712667,0,Safe & Quiet & Car-Dependent,3093.2385210751086,0.8257265031852692,0.0,0.0,0.5305494251644871,40.76176178787688,-73.76759761817745
