nta_code,nta_name,borough,noise_complaints,crime_count,park_count,total_acres,station_count,total_bikes,subway_stations,subway_lines,census_median_rent,median_income,total_population,median_age,college_rate,restaurant_count,cuisine_diversity,grade_a_count,osm_cafe,osm_culture,osm_entertainment,osm_fast_food,osm_fitness,osm_grocery,osm_library,osm_nightlife,osm_other,osm_amenity_count,redfin_median_rent,redfin_mean_rent,redfin_listing_count,redfin_median_sqft,redfin_median_bedrooms,noise_score,safety_score,parks_score,transit_score,restaurant_score,osm_score,vibrancy_score,composite_score,cluster,cluster_label,predicted_rent,rent_score,combined_transit,transit_plus_score,enhanced_composite,centroid_lat,centroid_lon
BK1204,Mapleton-Midwood (West),Brooklyn,13,92,5,155.059,0.0,0.0,0.0,0.0,1828.0,76364.0,35527,31.9,0.2,27,13,10,0.0,0.0,0.0,1.0,1.0,4.0,0.0,0.0,0.0,6.0,,,,,,0.9469026548672567,0.9425742574257425,0.08333333333333333,0.0,0.018,0.012219959266802444,0.015109979633401221,0.5361646076112037,0,Safe & Quiet & Car-Dependent,3282.9482275864984,0.9313203595427175,0.0,0.0,0.5298511997378507,40.61931855387499,-73.97331839118633
BX0101,Mott Haven-Port Morris,Bronx,80,593,22,54.008,33.0,280.0,0.0,0.0,1010.0,27378.0,57515,32.4,0.1,102,20,39,1.0,0.0,0.0,12.0,0.0,10.0,0.0,2.0,0.0,25.0,3282.0,3322.0,16.0,616.0,1.0,0.6504424778761062,0.4465346534653466,0.4375,0.5892857142857143,0.093,0.05091649694501018,0.07195824847250509,0.5313924440800591,1,Quiet & Green,3144.5490872750156,0.8044331966140152,33.0,0.5892857142857143,0.5296959312622853,40.80752466070044,-73.91724293973239
BX1004,Co-op City,Bronx,4,134,2,14.135,0.0,0.0,0.0,0.0,1219.0,59107.0,36651,47.5,0.2,51,25,20,1.0,0.0,1.0,6.0,0.0,4.0,0.0,0.0,0.0,12.0,,,,,,0.9867256637168141,0.900990099009901,0.020833333333333332,0.0,0.042,0.024439918533604887,0.03321995926680245,0.5211451122988405,0,Safe & Quiet & Car-Dependent,3146.0408674775967,0.9844663583209704,0.0,0.0,0.5295287242593639,40.87231285516714,-73.82627288485313
QN1302,Bellerose,Queens,3,84,5,81.726,0.0,0.0,0.0,0.0,2135.0,102362.0,27529,46.4,0.2,25,17,8,1.0,0.0,0.0,6.0,2.0,7.0,0.0,1.0,0.0,17.0,2750.0,2680.0,5.0,1580.0,2.0,0.9911504424778761,0.9504950495049505,0.08333333333333333,0.0,0.016,0.03462321792260692,0.02531160896130346,0.5496027921376209,0,Safe & Quiet & Car-Dependent,3065.402486943369,0.8508595863513395,0.0,0.0,0.5285094227192714,40.73549232115083,-73.72669154952163
BK0202,Downtown Brooklyn-DUMBO-Boerum Hill,Brooklyn,109,530,21,40.27599999999999,31.0,920.0,0.0,0.0,3461.0,148542.0,39872,33.9,0.4,233,46,119,65.0,9.0,5.0,97.0,27.0,53.0,2.0,28.0,2.0,288.0,4398.0,5027.0,67.0,678.0,1.0,0.5221238938053098,0.5089108910891089,0.4166666666666667,0.5535714285714285,0.224,0.5865580448065173,0.40527902240325864,0.5049304312542505,1,Quiet & Green,4602.485,0.7070424993454927,31.0,0.5535714285714285,0.5284793550190904,40.69490000994833,-73.98583046389649
BK1002,Dyker Heights,Brooklyn,10,137,5,11.14,0.0,0.0,0.0,0.0,1779.0,78235.0,42005,41.3,0.2,82,21,25,3.0,0.0,0.0,10.0,1.0,10.0,0.0,0.0,0.0,24.0,,,,,,0.9601769911504425,0.898019801980198,0.08333333333333333,0.0,0.07300000000000001,0.048879837067209775,0.06093991853360489,0.5261168550483367,0,Safe & Quiet & Car-Dependent,2992.7102254714187,0.9355964743869447,0.0,0.0,0.5276630111874587,40.6239632792196,-74.01084498975753
MN1203,Inwood,Manhattan,32,184,4,37.06,13.0,218.0,0.0,0.0,1641.5,66720.0,40883,39.0,0.2,80,25,28,3.0,1.0,0.0,5.0,1.0,5.0,0.0,5.0,0.0,20.0,3315.0,3775.0,10.0,,1.0,0.8628318584070797,0.8514851485148515,0.0625,0.23214285714285712,0.07100000000000001,0.04073319755600814,0.055866598778004074,0.5416892234419396,0,Safe & Quiet & Car-Dependent,3391.695239204895,0.8015533641679029,13.0,0.23214285714285712,0.527652560260956,40.86604715035073,-73.9193240818796
BX0201,Hunts Point,Bronx,14,302,8,20.663,7.0,51.0,0.0,0.0,1166.0,37725.5,14056,32.6,0.1,32,13,13,0.0,0.0,0.0,2.0,1.0,0.0,0.0,0.0,0.0,3.0,,,,,,0.9424778761061947,0.7346534653465346,0.14583333333333331,0.125,0.023,0.006109979633401222,0.01455498981670061,0.5164321752971758,0,Safe & Quiet & Car-Dependent,3422.311871933622,0.9890915437647264,7.0,0.125,0.5275473439550651,40.81086033383841,-73.88497729186926
QN1301,Glen Oaks-Floral Park-New Hyde Park,Queens,6,57,4,7.517000000000001,0.0,0.0,0.0,0.0,2253.5,112677.0,24109,46.1,0.3,40,22,17,3.0,0.0,1.0,13.0,0.0,7.0,0.0,3.0,0.0,27.0,3050.0,3050.0,2.0,1506.0,3.0,0.9778761061946902,0.9772277227722772,0.0625,0.0,0.031,0.05498981670061099,0.04299490835030549,0.5501373433803557,0,Safe & Quiet & Car-Dependent,3010.944081066638,0.8246792913866829,0.0,0.0,0.5271341826679782,40.74595130911468,-73.71096174356
BK1702,East Flatbush-Farragut,Brooklyn,15,137,3,6.789,3.0,52.0,0.0,0.0,1632.0,70060.0,33686,43.0,0.2,22,9,5,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,,,,,,0.9380530973451328,0.898019801980198,0.04166666666666667,0.05357142857142857,0.012999999999999998,0.002036659877800407,0.007518329938900202,0.525645405406533,0,Safe & Quiet & Car-Dependent,3322.046742202243,0.9484248189196265,3.0,0.05357142857142857,0.5266318507419825,40.63914623452008,-73.93763687227994
BX0403,Mount Eden-Claremont (West),Bronx,42,454,17,12.161,15.0,96.0,0.0,0.0,1437.5,46934.5,53166,31.4,0.1,57,17,22,1.0,0.0,0.0,5.0,0.0,3.0,0.0,0.0,0.0,9.0,,,,,,0.8185840707964602,0.5841584158415841,0.3333333333333333,0.26785714285714285,0.048,0.018329938900203666,0.03316496945010183,0.5135244948325427,1,Quiet & Green,3338.5469804512845,0.9653983768217121,15.0,0.26785714285714285,0.5262481424586831,40.84047982657988,-73.91442828762287
BK1301,Gravesend (South),Brooklyn,8,96,2,3.459,0.0,0.0,0.0,0.0,1699.0,57667.0,28552,46.1,0.2,12,8,5,1.0,0.0,0.0,1.0,0.0,5.0,0.0,0.0,0.0,7.0,,,,,,0.9690265486725663,0.9386138613861386,0.020833333333333332,0.0,0.002999999999999999,0.01425661914460285,0.008628309572301426,0.5280074622506498,0,Safe & Quiet & Car-Dependent,3141.1257925685427,0.9425778863775198,0.0,0.0,0.5258776755132039,40.58797803032973,-73.97795995035234
QN1002,Ozone Park,Queens,17,121,9,20.653000000000002,0.0,0.0,0.0,0.0,1850.5,76523.5,24360,39.1,0.2,44,18,17,3.0,0.0,0.0,13.0,1.0,4.0,0.0,0.0,0.0,21.0,2450.0,2450.0,1.0,648.0,1.0,0.9292035398230089,0.9138613861386139,0.16666666666666666,0.0,0.034999999999999996,0.04276985743380855,0.03888492871690427,0.5397926341306697,0,Safe & Quiet & Car-Dependent,2662.5553135132836,0.8770398813159962,0.0,0.0,0.5254172838543932,40.67557060336789,-73.84701411498177
SI0104,West New Brighton-Silver Lake-Grymes Hill,Staten Island,13,139,11,269.63899999999995,0.0,0.0,0.0,0.0,1681.0,106189.0,33220,36.3,0.2,46,19,14,6.0,2.0,0.0,20.0,3.0,25.0,0.0,3.0,0.0,59.0,3175.0,3175.0,2.0,1400.0,3.0,0.9469026548672567,0.8960396039603961,0.20833333333333331,0.0,0.037,0.12016293279022403,0.07858146639511202,0.5472042115715996,0,Safe & Quiet & Car-Dependent,3150.0161709807585,0.8137708351514094,0.0,0.0,0.5245782959929493,40.628066228186974,-74.10130485697299
MN0604,East Midtown-Turtle Bay,Manhattan,42,249,7,4.025,18.0,80.0,0.0,0.0,2939.5,163422.5,40734,42.2,0.4,363,45,173,50.0,0.0,0.0,87.0,10.0,33.0,1.0,22.0,0.0,203.0,6500.0,8814.0,17.0,777.0,1.0,0.8185840707964602,0.7871287128712872,0.12499999999999999,0.3214285714285714,0.354,0.41344195519348265,0.3837209775967413,0.546141774417644,0,Safe & Quiet & Car-Dependent,5915.6225,0.5236058992931321,18.0,0.3214285714285714,0.5243907179429756,40.75613346141593,-73.9685030198135
QN1206,Hollis,Queens,14,111,3,4.865,0.0,0.0,0.0,0.0,1679.5,82373.0,22934,42.0,0.2,32,13,10,0.0,0.0,0.0,19.0,0.0,11.0,0.0,1.0,0.0,31.0,,,,,,0.9424778761061947,0.9237623762376238,0.04166666666666667,0.0,0.023,0.06313645621181262,0.04306822810590631,0.5210815152311692,0,Safe & Quiet & Car-Dependent,2945.520897867484,0.9442796055502225,0.0,0.0,0.524239170781183,40.71186479469823,-73.76211292183692
BK0504,Spring Creek-Starrett City,Brooklyn,14,162,5,48.079,0.0,0.0,0.0,0.0,1041.0,45000.0,16808,45.5,0.1,23,14,15,0.0,0.0,0.0,6.0,0.0,3.0,0.0,0.0,0.0,9.0,,,,,,0.9424778761061947,0.8732673267326733,0.08333333333333333,0.0,0.013999999999999999,0.018329938900203666,0.016164969450101832,0.5142663337130173,0,Safe & Quiet & Car-Dependent,3299.9340767565777,1.0,0.0,0.0,0.5242146598586468,40.65100686708654,-73.87639160605441
SI0107,Mariner's Harbor-Arlington-Graniteville,Staten Island,8,221,10,232.64199999999997,0.0,0.0,0.0,0.0,1705.0,87837.0,28527,37.9,0.2,32,16,14,3.0,0.0,0.0,12.0,1.0,14.0,0.0,1.0,0.0,31.0,,,,,,0.9690265486725663,0.8148514851485149,0.18749999999999997,0.0,0.023,0.06313645621181262,0.04306822810590631,0.524212082712696,0,Safe & Quiet & Car-Dependent,3093.1995308435266,0.9420542804782267,0.0,0.0,0.5236820703760597,40.63133225849626,-74.16736694344212
MN0703,Upper West Side-Manhattan Valley,Manhattan,25,221,9,6.853000000000001,12.0,148.0,0.0,0.0,2013.0,124547.5,53065,39.4,0.3,92,29,26,19.0,0.0,0.0,32.0,8.0,40.0,1.0,9.0,0.0,109.0,4950.0,5178.0,26.0,600.0,1.0,0.8938053097345133,0.8148514851485149,0.16666666666666666,0.21428571428571427,0.08299999999999999,0.22199592668024437,0.15249796334012217,0.5548115348829448,0,Safe & Quiet & Car-Dependent,4712.671756160507,0.6588707566105245,12.0,0.21428571428571427,0.5230422161200005,40.79924670412151,-73.96730625605137
BK1202,Borough Park,Brooklyn,16,162,4,2.3129999999999997,4.0,47.0,0.0,0.0,1687.0,56250.0,85592,20.0,0.1,60,14,26,6.0,1.0,0.0,7.0,0.0,31.0,0.0,1.0,0.0,46.0,2499.0,2499.0,1.0,,2.0,0.9336283185840708,0.8732673267326733,0.0625,0.07142857142857142,0.051,0.09368635437881873,0.07234317718940936,0.5257444205229626,0,Safe & Quiet & Car-Dependent,2651.932520396271,0.8727637664717689,4.0,0.07142857142857142,0.5221600776303128,40.632935654742475,-73.98954496743104
QN0503,Glendale,Queens,17,133,5,2.338,4.0,37.0,0.0,0.0,1929.0,99611.0,36580,37.6,0.2,41,17,24,7.0,0.0,1.0,10.0,1.0,12.0,1.0,3.0,0.0,35.0,3000.0,3000.0,2.0,2050.0,3.0,0.9292035398230089,0.901980198019802,0.08333333333333333,0.07142857142857142,0.032,0.07128309572301425,0.051641547861507126,0.5374187538855024,0,Safe & Quiet & Car-Dependent,2872.908495792417,0.8290426738807923,4.0,0.07142857142857142,0.5217604556483867,40.70353709093539,-73.87574476631717
BK1201,Sunset Park (East)-Borough Park (West),Brooklyn,42,105,5,2.9799999999999995,2.0,13.0,0.0,0.0,1531.0,55960.0,30570,36.0,0.1,59,14,26,4.0,0.0,0.0,11.0,0.0,18.0,0.0,0.0,0.0,33.0,1410.0,1410.0,1.0,,1.0,0.8185840707964602,0.9297029702970298,0.08333333333333333,0.03571428571428571,0.05,0.06720977596741344,0.05860488798370672,0.5091521468834621,0,Safe & Quiet & Car-Dependent,2026.9977495110254,0.9677982371934724,2.0,0.03571428571428571,0.5216004867765771,40.64082694358581,-73.99938751820106
BX1003,Pelham Bay-Country Club-City Island,Bronx,26,93,5,239.90599999999998,0.0,0.0,0.0,0.0,1875.5,90116.0,27616,41.2,0.2,48,17,22,4.0,1.0,0.0,2.0,2.0,7.0,0.0,4.0,0.0,20.0,,,,,,0.8893805309734513,0.9415841584158415,0.08333333333333333,0.0,0.039,0.04073319755600814,0.03986659877800407,0.521487046934782,0,Safe & Quiet & Car-Dependent,3027.2714564639596,0.9271751461733135,0.0,0.0,0.5211332755638372,40.84559096100371,-73.81153796700724
QN0805,Jamaica Hills-Briarwood,Queens,20,128,6,19.81685643,0.0,0.0,0.0,0.0,1990.5,79050.0,39202,38.6,0.3,31,17,14,3.0,0.0,0.0,19.0,1.0,14.0,0.0,2.0,0.0,39.0,,,,,,0.915929203539823,0.906930693069307,0.10416666666666667,0.0,0.022,0.07942973523421588,0.050714867617107945,0.5218948421390812,0,Safe & Quiet & Car-Dependent,3067.3386135800247,0.9171393664368619,0.0,0.0,0.5205760675063223,40.711886790622216,-73.80885617164482
QN0903,South Richmond Hill,Queens,8,91,2,4.56,0.0,0.0,0.0,0.0,1894.0,81628.0,23216,36.9,0.1,25,8,10,0.0,0.0,0.0,9.0,0.0,13.0,0.0,4.0,1.0,27.0,2450.0,2450.0,2.0,1000.0,2.0,0.9690265486725663,0.9435643564356435,0.020833333333333332,0.0,0.016,0.05498981670061099,0.0354949083503055,0.5294926107655012,0,Safe & Quiet & Car-Dependent,2785.1903154360257,0.8770398813159962,0.0,0.0,0.5198227435426668,40.6913285619879,-73.82486691536343
BX1103,Pelham Gardens,Bronx,9,139,4,6.065,0.0,0.0,0.0,0.0,1915.0,96726.0,29211,43.8,0.2,24,14,12,0.0,0.0,0.0,2.0,1.0,2.0,0.0,1.0,0.0,6.0,,,,,,0.9646017699115044,0.8960396039603961,0.0625,0.0,0.015,0.012219959266802444,0.013609979633401222,0.5224623236659949,0,Safe & Quiet & Car-Dependent,3381.31982582403,0.9237280740029671,0.0,0.0,0.518802240519143,40.864246595040605,-73.8466925155351
QN1003,Howard Beach-Lindenwood,Queens,8,103,7,64.052,0.0,0.0,0.0,0.0,2009.5,87394.0,30374,47.2,0.2,48,18,26,3.0,0.0,0.0,12.0,5.0,4.0,0.0,0.0,1.0,25.0,3480.0,3480.0,2.0,1250.0,3.0,0.9690265486725663,0.9316831683168316,0.12499999999999999,0.0,0.039,0.05091649694501018,0.04495824847250509,0.546761587663191,0,Safe & Quiet & Car-Dependent,3101.30245794676,0.7871542019373419,0.0,0.0,0.5182140309286167,40.66003651765844,-73.84404269681744
MN0901,Morningside Heights,Manhattan,16,188,7,35.274,11.0,112.0,0.0,0.0,2266.5,72877.0,37772,29.2,0.3,94,29,51,26.0,0.0,3.0,25.0,3.0,9.0,1.0,5.0,0.0,72.0,5490.0,5729.0,9.0,748.0,1.0,0.9336283185840708,0.8475247524752475,0.12499999999999999,0.19642857142857142,0.08499999999999999,0.14663951120162932,0.11581975560081466,0.5617716482457349,0,Safe & Quiet & Car-Dependent,4621.3314985018005,0.6117462256741426,11.0,0.19642857142857142,0.5173167380151757,40.809458543431425,-73.96176436840794
QN1304,Cambria Heights,Queens,1,68,3,8.581,0.0,0.0,0.0,0.0,1827.0,115347.0,14793,46.2,0.2,16,9,5,0.0,0.0,0.0,12.0,0.0,10.0,1.0,0.0,0.0,23.0,3600.0,3333.0,3.0,1640.0,3.0,1.0,0.9663366336633663,0.04166666666666667,0.0,0.006999999999999999,0.04684317718940936,0.02692158859470468,0.5482343234323432,0,Safe & Quiet & Car-Dependent,3397.9255926938563,0.7766820839514792,0.0,0.0,0.5172051975247997,40.69434196630028,-73.7355529673867
SI0201,Grasmere-Arrochar-South Beach-Dongan Hills,Staten Island,7,149,9,163.398,0.0,0.0,0.0,0.0,1526.0,76997.0,36080,42.4,0.2,49,23,22,9.0,0.0,0.0,11.0,7.0,26.0,0.0,1.0,0.0,54.0,3500.0,3500.0,1.0,1290.0,3.0,0.9734513274336283,0.8861386138613861,0.16666666666666666,0.0,0.04,0.10997963340122198,0.07498981670061099,0.5425377493501563,0,Safe & Quiet & Car-Dependent,3294.9441797881072,0.785408848939698,0.0,0.0,0.5171487096652405,40.59353983509585,-74.08127336194507
BK1303,Brighton Beach,Brooklyn,25,131,3,4.927,0.0,0.0,0.0,0.0,1579.0,48542.5,30279,49.8,0.3,41,15,12,8.0,0.0,1.0,11.0,1.0,37.0,0.0,2.0,0.0,60.0,,,,,,0.8938053097345133,0.903960396039604,0.04166666666666667,0.0,0.032,0.12219959266802442,0.0770997963340122,0.5029727795788429,0,Safe & Quiet & Car-Dependent,3226.3845831036288,0.9530500043633825,0.0,0.0,0.5158403898355006,40.57907556496879,-73.9606939363897
QN1307,Rosedale,Queens,1,104,4,173.585,0.0,0.0,0.0,0.0,2067.5,102867.5,26385,43.0,0.2,28,11,17,1.0,0.0,0.0,14.0,0.0,0.0,0.0,0.0,0.0,15.0,3450.0,3250.0,3.0,1690.0,3.0,1.0,0.9306930693069306,0.0625,0.0,0.019,0.030549898167006106,0.024774949083503053,0.5417079207920792,0,Safe & Quiet & Car-Dependent,3313.96890087331,0.7897722314338075,0.0,0.0,0.5138208048709462,40.65905013649418,-73.73565947842475
MN0702,Upper West Side (Central),Manhattan,75,297,9,280.384,21.0,415.0,0.0,0.0,2580.5,152513.5,101672,42.7,0.4,219,41,116,64.0,4.0,4.0,53.0,21.0,47.0,0.0,25.0,2.0,220.0,5404.0,6934.0,17.0,659.0,1.0,0.6725663716814159,0.7396039603960396,0.16666666666666666,0.375,0.21,0.44806517311608957,0.3290325865580448,0.5171061143724992,1,Quiet & Green,4903.14,0.6192512435640108,21.0,0.375,0.5137324300468563,40.78770331056162,-73.97593398091338
QN0704,Murray Hill-Broadway Flushing,Queens,29,110,8,22.476999999999997,0.0,0.0,0.0,0.0,1831.0,72061.0,50136,45.0,0.2,155,21,53,4.0,0.0,0.0,5.0,1.0,5.0,0.0,0.0,0.0,15.0,2995.0,3039.0,5.0,1175.0,3.0,0.8761061946902655,0.9247524752475248,0.14583333333333331,0.0,0.146,0.030549898167006106,0.08827494908350304,0.5256189579134904,0,Safe & Quiet & Car-Dependent,3008.8952333595353,0.8294790121302034,0.0,0.0,0.5133523396599174,40.76887101999594,-73.81076947372833
BK1501,Gravesend (East)-Homecrest,Brooklyn,43,161,9,10.086,0.0,0.0,0.0,0.0,1618.0,69055.0,50129,36.4,0.2,112,26,43,7.0,0.0,0.0,14.0,4.0,24.0,0.0,1.0,0.0,50.0,,,,,,0.8141592920353983,0.8742574257425743,0.16666666666666666,0.0,0.10300000000000001,0.10183299389002036,0.10241649694501018,0.49915038406495515,0,Safe & Quiet & Car-Dependent,2945.520517291402,0.9496465660179771,0.0,0.0,0.5132406074936022,40.599082155854944,-73.96586908535282
QN0901,Kew Gardens,Queens,20,79,3,1.565,0.0,0.0,0.0,0.0,1873.0,100190.0,24023,40.3,0.3,29,14,16,4.0,0.0,1.0,15.0,3.0,17.0,0.0,2.0,0.0,42.0,2800.0,2800.0,1.0,1300.0,3.0,0.915929203539823,0.9554455445544554,0.04166666666666667,0.0,0.02,0.0855397148676171,0.052769857433808555,0.5239492975846256,0,Safe & Quiet & Car-Dependent,2850.873464919583,0.8464962038572301,0.0,0.0,0.5127333594277804,40.70803358086922,-73.82875585724541
QN0705,East Flushing,Queens,14,78,3,3.862,0.0,0.0,0.0,0.0,1762.0,57446.0,30278,47.2,0.2,40,15,11,4.0,0.0,0.0,1.0,1.0,5.0,0.0,1.0,0.0,12.0,3050.0,2975.0,4.0,1711.0,3.0,0.9424778761061947,0.9564356435643564,0.04166666666666667,0.0,0.031,0.024439918533604887,0.027719959266802444,0.5308834954291889,0,Safe & Quiet & Car-Dependent,3043.018506942964,0.8246792913866829,0.0,0.0,0.5119524155846228,40.75380324819656,-73.8080654907777
QN1305,Laurelton,Queens,3,94,3,4.973999999999999,0.0,0.0,0.0,0.0,1778.0,106454.5,24476,41.6,0.2,27,10,11,1.0,0.0,0.0,16.0,0.0,18.0,0.0,2.0,0.0,37.0,3600.0,3350.0,4.0,2075.0,3.0,0.9911504424778761,0.9405940594059405,0.04166666666666667,0.0,0.018,0.07535641547861506,0.04667820773930753,0.5382991617745845,0,Safe & Quiet & Car-Dependent,3303.2089890088414,0.7766820839514792,0.0,0.0,0.5119245727486439,40.67591333413384,-73.74450474825248
QN0804,Jamaica Estates-Holliswood,Queens,10,93,3,2.171,0.0,0.0,0.0,0.0,1881.5,94728.0,24798,46.4,0.3,32,20,17,5.0,0.0,0.0,16.0,6.0,19.0,0.0,1.0,0.0,47.0,3300.0,3300.0,1.0,1100.0,3.0,0.9601769911504425,0.9415841584158415,0.04166666666666667,0.0,0.023,0.09572301425661914,0.059361507128309565,0.5308528286456964,0,Safe & Quiet & Car-Dependent,2947.8144483462875,0.8028623789161358,0.0,0.0,0.5117625474754828,40.720732045905216,-73.7776100947681
QN0702,Whitestone-Beechhurst,Queens,16,82,6,29.255000000000003,0.0,0.0,0.0,0.0,2185.0,98269.0,29815,48.8,0.2,37,18,20,3.0,0.0,0.0,1.0,0.0,2.0,1.0,1.0,0.0,8.0,3499.0,3499.0,1.0,,2.0,0.9336283185840708,0.9524752475247524,0.10416666666666667,0.0,0.027999999999999997,0.016293279022403257,0.022146639511201625,0.5399829872367768,0,Safe & Quiet & Car-Dependent,3351.544456472013,0.7854961165895802,0.0,0.0,0.5111783999068021,40.78837927904312,-73.81088947926929
BK0502,East New York (North),Brooklyn,20,446,34,10.971,0.0,0.0,0.0,0.0,1589.0,59412.0,44062,34.2,0.1,27,9,15,0.0,0.0,0.0,5.0,0.0,9.0,0.0,1.0,0.0,15.0,3058.0,3058.0,1.0,,2.0,0.915929203539823,0.592079207920792,0.6874999999999999,0.0,0.018,0.030549898167006106,0.024274949083503052,0.5441060632611934,0,Safe & Quiet & Car-Dependent,3051.284089828686,0.8239811501876255,0.0,0.0,0.5105243498162365,40.67248467474861,-73.88948369050763
QN0706,Queensboro Hill,Queens,10,58,2,101.349,0.0,0.0,0.0,0.0,1885.0,58386.0,20395,40.4,0.2,25,8,5,3.0,0.0,0.0,4.0,0.0,6.0,0.0,1.0,0.0,14.0,3500.0,3433.0,3.0,1300.0,3.0,0.9601769911504425,0.9762376237623762,0.020833333333333332,0.0,0.016,0.0285132382892057,0.02225661914460285,0.5370822015829901,0,Safe & Quiet & Car-Dependent,3294.9017455782537,0.785408848939698,0.0,0.0,0.5103494582235507,40.74310092081315,-73.81968393016587
QN1306,Springfield Gardens (South)-Brookville,Queens,10,137,7,499.187,0.0,0.0,0.0,0.0,2194.0,105708.0,24041,35.9,0.1,18,8,8,1.0,0.0,0.0,10.0,0.0,3.0,0.0,0.0,0.0,14.0,3200.0,3067.0,6.0,1880.0,3.0,0.9601769911504425,0.898019801980198,0.12499999999999999,0.0,0.009000000000000001,0.0285132382892057,0.018756619144602853,0.53445018838167,0,Safe & Quiet & Car-Dependent,3195.0022991314245,0.8115891439043547,0.0,0.0,0.5102602483428367,40.66016666768696,-73.76148075232273
MN0903,Hamilton Heights-Sugar Hill,Manhattan,100,329,14,53.778,18.0,122.0,0.0,0.0,1855.0,62782.0,53354,36.4,0.2,93,30,35,7.0,2.0,1.0,16.0,0.0,10.0,0.0,1.0,0.0,37.0,,,,,,0.5619469026548672,0.7079207920792079,0.2708333333333333,0.3214285714285714,0.08399999999999999,0.07535641547861506,0.07967820773930753,0.48738677281128867,1,Quiet & Green,3360.5940939177985,0.9289641329958984,18.0,0.3214285714285714,0.5101280765062364,40.82701992651571,-73.94846499041948
BK1502,Madison,Brooklyn,20,118,4,2.6130000000000004,0.0,0.0,0.0,0.0,1714.0,81711.0,40723,40.5,0.3,59,21,19,5.0,0.0,0.0,18.0,1.0,17.0,0.0,0.0,0.0,41.0,2700.0,2700.0,1.0,1200.0,2.0,0.915929203539823,0.9168316831683169,0.0625,0.0,0.05,0.0835030549898167,0.06675152749490834,0.5165318058354508,0,Safe & Quiet & Car-Dependent,2810.2145932015446,0.8552229688454489,0.0,0.0,0.5096538250105059,40.60491359589758,-73.94813559402222
QN0801,Kew Gardens Hills,Queens,8,97,5,7.315,0.0,0.0,0.0,0.0,1875.0,86598.0,36124,37.2,0.3,36,14,18,5.0,1.0,2.0,11.0,0.0,10.0,0.0,2.0,0.0,31.0,3850.0,3850.0,1.0,2574.0,3.0,0.9690265486725663,0.9376237623762376,0.08333333333333333,0.0,0.027000000000000003,0.06313645621181262,0.04506822810590631,0.5402104325476795,0,Safe & Quiet & Car-Dependent,3139.377869027639,0.754865171480932,0.0,0.0,0.509271938349898,40.726645005437234,-73.81979282486623
QN1101,Auburndale,Queens,15,95,3,5.859999999999999,0.0,0.0,0.0,0.0,2052.5,84923.0,34162,45.0,0.2,55,24,29,4.0,0.0,0.0,2.0,2.0,4.0,1.0,2.0,0.0,15.0,3000.0,2767.0,3.0,875.0,2.0,0.9380530973451328,0.9396039603960396,0.04166666666666667,0.0,0.046,0.030549898167006106,0.038274949083503054,0.5247277957884283,0,Safe & Quiet & Car-Dependent,3014.0180609445188,0.8290426738807923,0.0,0.0,0.5091629914663884,40.755256915409845,-73.78600458030095
MN0502,Midtown-Times Square,Manhattan,51,1044,4,10.514000000000001,41.0,202.0,0.0,0.0,2989.0,171875.0,21271,45.0,0.3,1009,54,522,152.0,6.0,21.0,184.0,7.0,37.0,2.0,82.0,0.0,491.0,4918.0,5607.0,28.0,683.0,1.0,0.7787610619469026,0.0,0.0625,0.7321428571428571,1.0000000000000002,0.9999999999999999,1.0,0.39022597977243995,1,Quiet & Green,4770.891500000001,0.6616633214067544,41.0,0.7321428571428571,0.5086229179328842,40.75780129395902,-73.98160920675764
BX0503,Fordham Heights,Bronx,23,297,2,0.9710000000000001,8.0,43.0,0.0,0.0,1566.0,46927.0,33606,30.5,0.1,63,20,30,2.0,0.0,1.0,13.0,1.0,14.0,0.0,0.0,0.0,31.0,,,,,,0.9026548672566372,0.7396039603960396,0.020833333333333332,0.14285714285714285,0.054,0.06313645621181262,0.05856822810590631,0.4874258573139235,0,Safe & Quiet & Car-Dependent,2880.407105117105,0.954184483811851,8.0,0.14285714285714285,0.5083121475375965,40.85873312919388,-73.89912813964312
QN0904,Ozone Park (North),Queens,13,105,5,5.561,0.0,0.0,0.0,0.0,1810.5,84017.5,27419,37.9,0.2,24,12,7,2.0,0.0,0.0,20.0,0.0,6.0,0.0,0.0,0.0,28.0,3450.0,3450.0,1.0,2112.0,3.0,0.9469026548672567,0.9297029702970298,0.08333333333333333,0.0,0.015,0.0570264765784114,0.036013238289205704,0.5323032214725898,0,Safe & Quiet & Car-Dependent,3260.2496159111797,0.7897722314338075,0.0,0.0,0.5078776232187777,40.684562967064316,-73.84936725461918
BX0302,Claremont Village-Claremont (East),Bronx,94,216,10,5.862000000000001,12.0,115.0,0.0,0.0,1152.5,34426.0,23929,32.3,0.1,15,10,9,0.0,0.0,0.0,3.0,1.0,0.0,0.0,1.0,0.0,5.0,,,,,,0.588495575221239,0.8198019801980199,0.18749999999999997,0.21428571428571427,0.005999999999999998,0.010183299389002035,0.008091649694501017,0.48413591643614423,0,Safe & Quiet & Car-Dependent,3451.9321349206352,0.990269657038136,12.0,0.21428571428571427,0.5071531098514149,40.83757663994545,-73.90353535940237
